748808136841043968,@KEEMSTAR you lied about pyro you fucking retard look at the videos and your past streams how can he be with a 15 year old who's 14 but 13😂😂
748668743346167808,@axijj @PandaExpress obviously but you look like a retard pasting the link and then the @
749223364540133376,@HostileJDee @LogicxnLNPF UNTAG YOU RETARD
749360627320324096,@JB17Official you are such a retard ... tie your hands to your arse next time
749716467877351424,@saff_greaves @victoriaadrye @LoveIslandReact @CelebsReactionz you retard
749436594562543616,@RichardDiNatale 40 million in intrest everyday and u want to increase energy cost &amp; bring more economic migrants wtf is wrong with u retard
749882885289697280,@Vohlant u wish retard
749973389972996096,@PrideSnaryy your a fucking retard
749884181325328384,@FlatEarthWTF @FlatEarthTshirt when you go full retard and think Earth from space pictures look real
750318581204848640,@norunnyeggs @JeremyClarkson They wouldnt have guns because no cunt would need a gun you retard.
750373006485102592,@wonderfultbjzl @ickkyvikky @EmilyS_127 YOU ARE  a retard is that a beyter
750771020785606656,@ChrisZuniga4525 is that what I said? Is that any thing close to what I said? This is why I cuss because your a fucking retard
750958128674537473,@ChunkOfIce its pokemon you fucking retard of course is cool....
751149544113659904,@BloodD3vil @NemD_Daffy @MajaRedi i didnt mean you retard
751105969506152448,@MattDahDon you should have money in  your umg bank stop dodging and making excuses retard
751130829150121984,"@CitizenFc Retard, your arena is bigger. And yes there would be lots of tourists. U dont have a many fans because not a big club. Fact"
751168611448922112,"@MaqCrazyNerd how do ""we know"" and how can you turn this in something negative? Retard"
751218951494000640,@xoxoDelenie well if you believe what you said in that tweet you are a retard
751223846229860352,@Mehltyy @Kumpernet @ZeJic_ I'm trying to play this kumphy retard who are your with Kyle?
751456164534165505,@JackMcKelvey10 you're even more of a retard than your NBA tweet leads on.
751345900476391424,@JackButland_One now ur fit time to take that England number 1 of that fucking retard
751552323139149825,"@TLizardmen45 @1981SawDust @nyashashane @JulieBorowski You were being a troll, if you're that thin skinned ok.  Calling someone a retard..."
751904598529568768,@luke_pilling omg 😂😂 @emilydooley1919 are you a retard
751848822708600833,"@_Kazahh_ @OfficialyShox @SemperCS Its short for ""retard"" you dumb fuck"
751574120953880577,@KEEMSTAR @LeafyIsHere is your tactic being a retard Talking shit over the internet Playing the victim card Not watching your daughter
751877557885296644,"@RightWingYahoo @GraceWasse13 you are a retard let's hope the roadkill on your BBQ taste nice? Lol ducking wanker,anytime I will fuck u up👎🏾"
751820397885132800,@Boolinblackcat u have to be 2nd or last for cowboy retard
751855181269180416,@curdistani wen did i said i want Barzanistan u retard? U know ur twits so rong u even dare to put ur pic on ur profile.
751644690110230528,@blvd_1903 I was fucking around but you wanna be a little ass bitch and call me a fucking retard for calling you nigga. What type of shit..😑
751677409867370497,@FTBYouTube youre a fucking retard. We have one of the best receiving cores in the league. Reshad Jones is better than your entire secondary
751966082852851712,@vRyIes Focus on just Chem u retard
752218953255116800,"@factseeker3 @lugebit @crazyclayton331 @fangirlburnham @Onision okay, yeah, you are full retard https://t.co/1HdFTCgStK"
752250418902827009,"@Jawzii_ @Oxygen_QRJ @ObeyRyh @HrznPerqa @_Fluxed and your starting shit with people in Red, Obey And Horizon..... fucking retard lmao"
752279976158912512,@Loconte1990 @FCZakariya are you a retard ? What did Neymar do at the first half of the season you idiot ?
752129497110118400,@scourgekun Ok i like you but @SB_Maizz is a retard
751948630341324800,"@IAintMovin The retard using trending hashtags complains about strangers on public internet LOL, AND YOU CALL ME A MESS"
752091207338070016,@MindOfCaIi yeah afk slayer for an elite good job cali u fucking retard
752574089156591616,@woodhousecurtis im not he is an orange bastard and you are going the same way with the gambling you fucking retard. Fight me mongo
752525527517396992,@lm_tarango You tweeted me first. I'm a retard but your only reason for existence is to troll?! Your a racist who mocks special needs ppl.
752557290977366016,"@3xhile Jesus Christ your a fucking retard, they brough hate by everyone, half the members were leaving, now you tell me how there a benefit"
752577331345125396,@Zynil_ @VigilanteFPS @AbideTridon dude fuckin call you retard im ready. Literally we can play rn
752691672283123713,@EddieEden1 why the fuck would I tell you if I did you retard.
752761813633236992,@seriouslyclara it was true it was bad i never went full retard like you did trying to belittle me keep me banned i will never come back
752694193068335104,@minicooper220 I'm only 22. I'm just not a fucking retard like you. You are to lazy to get a real job. So you complain about white privilege
752728812853551104,@PatMcCroryNC you are a fucking retard you know that?
753115104049233920,@ashutosh83B do you even know whats meaning of word dictatorship? Retard!
753166337481011200,@Shirley83619971 @SamJervis123 haha Shirley you are quite the retard aren't you
753049043740139520,@tighe_chuck ur a retard
753700809221734401,@KOSDFF you got to give them credit don't end up like soflow the retard.😂😂
753709462062522368,@retardedmatt99 that's an eevee you retard
753452036667105281,@ShadowDXS its the best OS there is you retard.
753779884439183360,@xblankys @StanceSlinky @muumhsy @PsyQoWolfiejane I bet you wear a face mask on the bus to keep you from licking gum off the Windows retard
753794736465469441,@Idubbbz love yur vids gay retard
754017651152850944,@BerthasPizza hello chaps. I know you from Do. How do you retard your dough if you’re doing a massive batch?
754387769124945921,@luciashit_ @Superrultrakaty or what? you are gonna TWEET her? save ur fingers for writing abcs and go back to school. retard
754242704926711808,@RealHistoryPic @ArvindKejriwal r u a pimp or idiot or foolish or mental retard or all of them......u
754799414888304640,@AndyMeanie Yes I was and he did sound stuff and  it was all wrong - fuck you for that retard response
754895632226066432,@zVelocify whyd you dispute retard
754872165091205120,@Sport_N_Wood yea police matter I agree Dumbass but that ain't what I was tlkin bout in the fucking post u retard
754833854301601793,@jasonkabram @Ms_MaryContrary No you retard and I mean that in a nice way. You got blown up. Lol
755432935143141376,@UcaVik ha ha Retard. Shakha me yehi sikhatey h? Abey Chu... Do u really think that wud b my pic? U so stupid man!! #RSSKilledGandhi
755537553659424768,@Dansz199 @Smarksz @Drilloski_hs @SultanClash @brooklyn_coburn thats because they're the only gangs in kennington you retard
755453894097068037,@Se_Railway do you have any vacancies in your signalling team? I should fit as I'm a borderline retard
755271135663562757,@Pawksy @Quadfeeds well you called me a shit sniper and retard so obvi ima defend myself lol
755547800360726528,@SimonLite @gloomy_skies55 because you sound completely brainwashed. No need to waste time and prove points with a retard like yourself.
755529311885545474,@Hazardous_2eZ and you're the one arguing after losing you irrelevant retard
755506775869095936,"@facilitize @HorizonSparks @SilverArchers @fuckPorridge you are a fucking retard lmao, if you think silver is so shit why are we in your bio"
755283294950858752,@ObeyKorz are you a fucking retard https://t.co/CoSYQ1MDqt
755610605856358400,@TFuzion @MieshaTate Hey Retard your better defending then elderly ...Video shows everything clearly ...Go fuck ur dad
755749496043307009,@Minewind What do you call a disabled person ? a retard #Minecraft
755978786047266816,"@Telkomsel I dont know why your internet connection is fuckin retard late 3 days. Here from kukusan, depok."
756176295831232513,@BoringFootbaII @MailOnline do you want an actual explanation or was it just an excuse to call me a retard?
756495658538807296,@charlescwcooke @falwy @HillaryClinton  Are you a retard?
756525618448261120,@MreaperH @ShaunTrickdYall @Lesdoggg @Vimeo @jack u took my words and twisted them. Ur actually the retard.
756494802896560133,@BasedEmpire @Banks like tbh was that comment really needed? Like before you type retard.
756463697921449984,"@Oni_no_Hanzo  You spit some dude in the face, it's treated as a crime. You spit a retard in the face, it's treated as a hate crime."
756981639943561218,@BullDzn you are a depressed retard.
756917764888096768,"@anything4views No you fat cunt, your name is ""Gay Retard"""
757349509760425985,@VIBENOSKIANS I know that u retard
757320086738890752,@HelpRhyme @HelpGaz i left u retard
757194236630560768,@StormyyFFA that doesn't mean you got me in! You retard. Hahaaha
757403545004044291,@ITrustInSNP not forgetting using vile names like retard or mong as well pathetic they see your bio and tweet vile racist homophobic insults
757672852875255812,@PotUpSonRs downvoted because you are a retard for even making it
757381000628281344,"@GaY_liViNg_ @domoandcrissy  u retard , stop skiping health class   insemination duh!!!"
757372037367300097,@Explod1ngNinja there were no X men in it MAN YOU ARE A RETARD
757466451179663360,@cxwardice I have a fucking woe is me tattoo u retard
757786019383087104,@Moore2Emma I'm waiting for you to come home you fucking retard
757746228016795649,@xPopee @ricky_thoren @Pamaj yeh brah check my channel then delete your tweet. retard
758306834486816768,@PhilipH44 whether you have a vagina or a penis it doesn't effect the way you kick a football you retard.
758337264174768128,@Synaptic_Horror @ArvindKejriwal @soniandtv it's a shame your leader is a fucking retard who needs urgent medical help
758348249061330944,@LxDzn your such a retard aha https://t.co/zK9NzaE9uC
758376103446806528,@KSIOlajidebt OMG OMG OMG KSI IS ON THE O2 NETWORK!!! Ahahahah you retard
758398324848271360,@hurmainkhan before you make yourself look like a retard maybe invest your time in researching a topic
758398526179205120,@KEEMSTAR @fouseyTUBE he didn't attack ur child retard fuck off
758402267519324160,@RJScottyy invite you retard
758130782774919168,@Rinaxas stupidity always floats to the top. become the ultimate retard and you can never drown. this is the true power of autism.
758754563860074496,@PettyIdol @AmadeusAlmighty @iammarypatricia @CampbellforLa Ur brain is too small to understand what I'm saying retard. SYMPATHIZER.
758752642872901632,@Dare_Dixon @tempovfx fuck you dare retard
758488338814894080,@BSMTVx shut the fuck up she could have ended this DAYS ago you fucking retard
758685932476362753,@imAbsouL @jaystopher told you retard
758700226651709440,@DenaldJTrumpJr your dad is a retard
758704399996755968,@4RingsOrGTFO @SchererPleasur @TheCam2125 you fucking retard lol https://t.co/RyjOCDvtLd
758868288231186432,"@Rabbani_1970 @Abdulraufakhtar @HaseenSarwar @Matiullahjan919 Rabbani this ""Akhtar"" is illogical retard y u waste ur time"
759023745898020864,@CIivax @Prxfession then why are u asking retard
759077768537575424,@jinkizizi @flemming_harry @sdmistress shut up you uneducated retard imagine a foreigner knowing more about your country than you do
758819307140751360,@LeafyIsHere love you too gay retard
759118373619847168,@KEEMSTAR hey fuck face you don't use retard as an insult
759166805239889920,@excavaIier @Stripe291 @VIone_Thug2 you like to join in on arguments on the internet. whos the retard
759262393411244032,@Zyszo dogs cant suck you retard
759478215517868032,@itspowermc @IDontXray @HockyyUHC Need a go fuck your self you retard
759199151720656899,"@megynkelly you just went total retard. Refugees need to be vetted, a hold is necessary."
759617764222828544,@Brass_Tackz based off your tweets you seem like a trump supporter. using retard and pussy as an insult
861068226200969216,@MrC00kies1 @CaribBros Why would you even lose Sasuke's Rinnegan? Don't you have to spin for it? Retard.
861303283419422721,@jules_su @realDonaldTrump hey RETARD why don't you go write a book instead of shit posting  liberal shit
861113696680116225,@Lxhvley Retard. None of you used specialist in a 10 minute game. Why would I need to switch teams to know you had spec? R u dain bramaged?
861385911204032513,"@RCamposDuffy You are obviously a retard, given your idiot statements about Planned Parenthood.  #timetogrababrainhoney"
861569852414275584,"@YVNGSNAKE @YVNGNORD You call me retard, sir..."
861683580942024705,@donMaca_ you played Jimmy Rustler he ain't exactly a retard tbf he's good
861558175446773760,"@Wollygogg @RobJoyce156 @theJeremyVine Accept you lost the bet and stop blaming it on your 13 year old son, fucking retard"
862038628792401925,@Ali_8k @steven_winstone Five words you retard
862324181173764098,"@PrisonPlanet @patrick_hostis.  600,000 white people have died to end slavery, a thank you would be nice you racist retard"
862512295737516032,"@Capcombro NIBBA BE BOOLIN, IM HERE FOR YOU MY GAY RETARD"
862486932764229632,@Silkylinks ur not even on league whos the retard now hmm?
862536643651260416,"@JamesMartinSJ ""shut up you gay retard"" out of left field made me laugh too. Someone put a lot of thought into that one."
862866420828446722,@DeastTFG @imrraww hold your L Retard
862918618945867776,@MaxineWaters YOU NEED TO HIT THE ROAD. YOU SOUND LIKE A RETARD!
863003993999650816,"@elliotsmith100 @thomasphi ""I'm retired"" ""you are retard?"""
863222928258859009,@GunzSquad__ nigga reply to dms so i can tell u how to change ip u retard
863525102721400833,@hrtbps @GIRLposts Its a joke you retard
863476889158995969,@GeoffBoothNZ I'm not even a democrat. You're a fucking retard if you think Trump is any better than Hillary.
863814375475433472,"@shivansh_sareen @EuropaLeague @ManUtd Lmao gtfo you retard, Ajax won't get past the group stage"
863852870793392128,@qtpiehaze Maybe you are the retard that think that retards have 46 chromosomes https://t.co/QKqb20yk9c
863809635916054528,@ProxySec because I don't want u to start tagging me again. Kys plz harmless minecraft retard HARMLESSSSSS
863816325830979586,@CONSPlRACY_FACT How exactly would Mars have 2 stars when it's in the same solar system as ours? Are you a retard or something?
863555633060208640,@oCmaann maybe this is why you don't get any girls pls stop mentioning me unless it's a link pimple faced retard
864260418700587008,"@KathleenSweetz That's a good thing, you senseless RETARD. Oh sorry that's an insult to retards."
864296925935398912,@Burd012 @RRyko_ @eMorToL I'm sat in my tower you Braindead retard blink Odin ult into Zeus ult
864888582837870593,@coup101 are u stupid? So u didn't get all I wrote? Damm I took my time explain to a  complete retard 😣😩 shame on u
865032380364447744,"@riotheatherrr between anti-trans and ""keep your retard @ home."""
865315961477382144,@tomcoates @realDonaldTrump Omg you are a goddamn retard Tom lol
865084465248296960,@Dubzero45 are you a fucking retard?
865785916442394624,@i_short17 Alright lets get things straight cam. You motherfucking retard lebron have fucking has a bunch of teamma… https://t.co/1zbpe573s0
