Text,Label
Neurje ne zapušča Koroške: na Prevaljah s protipoplavnimi vrečami zaščitili hiše. https://t.co/6BTnXDUJCL,0
".@vladaRS bo Falcona posodila Srbom, da domov odpeljejo vse ranjence #mojtim #eurobasket2017",0
@petrasovdat @petracj Ja pečena bikova jajca so vsekakor boljša kot pečeno vime...res pa je da vime je pa v mortadeli čist ok 😂😂😂😂😂,0
"Bioplinski elektrarni, zemljišča,... Dobrovnik. Izkl.cena=3,44MIO€. https://t.co/molhdRayUG https://t.co/6m8myDHfMG",0
Šiško bil pred @PRO_PLUS in ga niso not spustili..obljubil je da jih bo vse aretiral...🤣🤣🤣,0
ok. ima kdo uziten recept za tapiokin puding? 12 sem jih ze nardila in vsakic je bolj za kozlat. 🙏🏼,0
"@matjasec @DARS_SI Pri nas bolje, da jih ne, se bo vsaj skiroje dalo parkirat, ko bo enkrat javni prevoz učinkovitejši.",0
"@leaathenatabako To so sami taki, ki so radi v središču pozornosti ali pa so celo eksibicionisti 🤔",0
Pravijo da so izjemno strupeni za pse.  Baje da ce ga pes polize ali dobi v usta takoj veterinarju. Pazite.... https://t.co/01SHaNO6NQ,0
"@EllaTheAngel_ @AfneGunca16 Ajde, sneg mam rad, če mi ni treba nikamor z avtom. Na splošno pa slabše prenašam dež in mraz.",0
Gola ženska je oropala banko in nobeden se ni mogel spomniti njenega obraza !!!  😂🤣😂🤣😝 https://t.co/IdlcTrTnrI,0
"@Petrasa1 @Alex4aleksandra Evtanazijo si lahko privoščijo samo bogati.. 13.000,00 € za pomoč pri samomoru...,absurd",0
Bombniki pristjajo na letaliscu Sentvid pri Sticni! ✈️✈️✈️🙏🙌 https://t.co/pprqTALuZB,0
"@peterjancic Škoda, da se ne da klikniti in povečati graf, ker se ga ne vidi najbolje.",0
"Mimogrede: razmerje v številu protestnikov: v Budimpešti cca 8000, samo v Parizu cca 50.000, po celi Franciji več kot 100 tisoč.",0
"@AnkaLesar Citiram: “Temnopolti(vstavi šport), umetnik, znanstvenik etc. judovskega porekla... Za bruhat.",0
Janševa vlada ignorirala Dežmanovo pobudo za preselitev komunističnih skulptur v spominski park  - https://t.co/uq6QIbKTF9,0
"@VerdenikAles @sarecmarjan Vračamo se v čase, ko so priučeni šlosarji imeli oblast.",0
"@mclion Res je, še vedno namreč masturbiram na mamo iz Simobilove reklame ""Halo, Nina"".",0
"@ATBeatris @StojanPovh @MiranMiran68 @tomltoml @vinkovasle1 @Pika_So Žalostno, da se tisti, ki ste na isti strani, medsebojno blokirate.",0
Morje in sonce in dopust-imo si biti:-) #martinafurlan #dopusti_si #morje #energijasonca https://t.co/QBHagmwvkb,0
"Gremo znova... z isto zakonodajo, po istem volilnem sistemu. In bomo na istem, kot smo bili. V stilu pregovora: ""mnogo babic, kilavo dete"".",0
"@romunov To so ble urbane legende, ko sem bil jaz mali. Smo se jih mogli pazit v gozdu, so nam na glavo skakali. 🙂",0
"@gregorKita @Fitzroy1985 @SpletnaMladina @gregarepovz Vem to ja, kaj pa porabljena elektrika za vsako transakcijo?",0
"@novax81 @gromska_strela To ne, ampak nefiltrirano pivo pijem shaken not stirred.",0
"Dan ali dva uležane filane paprike so velik boljše kot frišn kuhane. Mislim, da se #teamfilanapaprika strinja.",0
"Številke so neizprosne: V Evropi kristjani umirajo hitreje kot se rojevajo, ravno nasprotno pa neverni in muslimani https://t.co/JJJhumDbjG",0
Kriminalu ni videti konca: Ilegalci v Prečni ponoči ukradli avto https://t.co/mFB8uL9gk4 via @Nova24TV,0
@cesenj @FranciDonko Vse najboljše ter še mnogo preplavanih in prevoženih kilometrov!,0
"@MatevzNovak @ciro_ciril @MarjanSarec Vsak gleda svojo rit. Nič novega, ne takrat ne danes.",0
"@MORiS4ever @ribicm Spet polno netočnosti. Francozi so potolkli  vsaj 12000 izdajalcev,",0
"Obramb ni, FIBA sodniki pa katastrofa! Kaki polčas! #EuroBasket2017 #mojtim @kzs_si",0
"Ko ti zavarovalnica reče, da gre za dejanje boga, greš po odškodnino k njegovim predstavnikom 😁 https://t.co/xA3h7dp0cr",0
"@lednikow Arbitraža, gostilne, kaj je sledeče? Če jih še v košarki bo hudo. :P",0
"@BozoPredalic Pravim, da ne gre mešat teh zadev tukaj in strelskih pohodov v zda. Oboje je jeba",0
"@dusankocevar1 Drugac sm, sam dons sm za rdece, pa jutri tud za rdece, ce bojo Anglezi imeli rdece drese😄",0
"Janša: SDS so bo ves čas borila proti monopolom, pragmatizma tu ne bo uklonila, SDS se bo ves čas borila na tej fronti.",0
Priča: Oče koroških dečkov je bil odpuščen zaradi nasilja nad ženskami https://t.co/Ni8t61z1ke https://t.co/jPe6XI7Bw6,0
