Text,Label
@Holdup_ImMikey lmao forgot you a boojie hood nigga but it's different ways to handle it didn't have to kick the bitch,0
@NVervynck you gave me them boojie ass balls,0
@Forbes Hahahaha middle aged rednecks crying to Trumpet vise versa. F250 PUs and beer and ammo ate up your $. No Chinaman took it LMFAO !!!,0
@ForEverRiah @yafavvwhitegirl lol so you saying I look like a damn hillbilly bumpkin 😂😂😂😡🤔🤔🤔,0
"@NBCSN you suck, I hope Bernie terminates your F1 contract. Bullshit hillbilly ""racing""",0
@MLTneeRhodette ur still ugly hillbilly,0
@HillaryClinton desperate people say desperate things... See ya Hillbilly!!!!  You witch!!!,0
@FBHWJustin if you were a real hillbilly you'd spit in his face.,0
"@LTC_Hunter If there are trying to ""take your guns"" why havent they taken them yet?Gun sales are through the roof.Use Logic u dumb hillbilly",0
"@albertasoapbox I know your ignorant hillbilly friends don't read much, but I'll try help anyway... https://t.co/Xa9YnuGXW7 #abpoli #cdnpoli",0
@RandPaul hell no kiddies tables for u fing hillbilly,0
@PapiRoast1998 @DiceDesigns_ @MrRogueX are you running out of insults? You just used hillbilly lmao,0
@NeilTurner_ shut your hillbilly ass up,0
"@donaldtisgod get a life, have a scrub or maybe even a penis enlargement will help your case you hillbilly cunt.",0
@Mastradomus @bitch YOU THE BITCH BITCH SHUT YO UGLY REDNECK HILLBILLY ASS UP YOU THE BITCH BITCH,0
@RapinBill @LaurenSchacher @HamiltonMusical hopefully he gets cancer you hillbilly,0
"@turnageb ""Look you goddamn hillbilly, I don't care who you fuck the next 4 years, but you will do it in Albania!""",0
@KingConBoy fuck off you inbred hillbilly,0
"@ImranGarda ""Hear me talkin', hillbilly boy?! I ain't through with you by a damn sight. I'm gonna get medieval on your arse.""",0
@iank12 go fuck yourself you inbred hillbilly POS,0
@PichuGirl121   Yea don't talk to yrslf like that is a fucken shame to ur hillbilly family... go fuck ur brother and the horse u rode in on,0
@Trueblue1872 @Alyssa_Milano all these poor hillbilly boys you are disappointing Alyssa!  ROFLMAO!!,0
"@Wolfiemann Nah, your hillbilly mentality is just boring. Run along and hump on your sister, or cousin, or both! HAHAHAHAHAHA! #backwards",0
@LighthouseDMS why would you hit a nerve when I know your some sad hillbilly 😂 no worse than you. So ugly you don't have a profile pic. 🐄🐃🐀,0
"@nightlyshow @AndyHolt4TN Andy's parents are brother &amp; sister so you have to excuse his low IQ, hillbilly manners, bad genes, and stupidity",0
"@KenCarman I love you man, you fill every hillbilly stereotype. Myrtle Beach when you're an adult?  Suck it up and go to Hilton Head bro",0
@sxpboyjay listen you hillbilly i smack the man outta you. so don't come over here saying that shit again.,0
"@realDonaldTrump HAVE TO MOVE TO RUSSIA,B/C YOU WON'T BEABLE TO LIVE IN ""USA"" POOR HILLBILLY'S WON'T WANT YOU! YOU'RE A COWARD W/O A COUNTRY",0
@TheMaestro96 u left it in my backseat u hillbilly,0
@whorechachata @NOTACOOLKlD aww you damn hillbilly 😂😂,0
"@wilfork75 @JJWatt Vince, your hillbilly overalls were the bomb!",0
"@cvpayne  A) Thank God for Spell CK. B) Have Fun. ( If your a Hillbilly like myself, Screw Grammar &amp; let the Word Flow &amp; be Yourself.",0
"@AllyDub Not to impressed with his gay slurs, WTF hillbilly cactus, you need a slap",0
@MarisHoskins you keep calling me stupid and a dumbass but look at how you talk lol. You sound like an uneducated hillbilly.,0
@Rovitz is this when I call you a redneck Montana hillbilly?,0
@BryanJFischer And Christianity stole almost everything from Zoroastrianism. Being a clueless hillbilly doesn't work in your favor.,0
@MikeMartin1982 yo ur a fucking prick pick on someone ur own size not some kid that's 60years younger than you ya hillbilly fuck!,0
"@jeffsessions yo, you hillbilly dipshit! Hawaii is part of AMERICA, or, as you might say, 'Murica. God, you are an embarrassment. 🖕🏼🖕🏼",0
@RepAdamSchiff @bannerite Just shows what an ignorant hillbilly Sessions really is. You can take the Boy out of the… https://t.co/9KoBOfc5jx,0
@washingtonpost That was no joke you hillbilly asshickey!!!,0
